Channel,Case Type,Business Area,Case Stage,Primary Category,Secondaory Category,Tertiary Category,Case Ownership,Escalation LOBs,Owner Type,Queue Name,L0 To ,L0 CC,L1 To,L1 CC,L2 To,L2 CC,L3 To,L3 CC,L4 To,L4 CC,L5 To,L5 CC,L6 To,L6 CC
Arena,Dealer Feedback,Sales,Post Sales,,Points Redemption/ Offers/ Transactional,,L1A;L2A;L2B;L3A;L4,Sales;Loyalty,User,,L1A,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L6A;NM-LPD;DH-LPD,L5;DH-LPD,L1A;L2A;L2B;L3A;L4;L6A;L7A;NM-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A;NM-LPD;DH-LPD;DVH-MKT3
Arena,Dealer Feedback,Accessories,Pre Sales,,Accessories Pending,,L1A;L2A;L2B;L3A;L4,Sales;Accessories,User,,L3A,L4;L6A,L4,L5;L3A;L6A,L5,L8A;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A
Arena,Dealer Feedback,Accessories,Pre Sales,,Accessories Not fixed properly,,L1A;L2A;L2B;L3A;L4,Sales;Accessories,User,,L3A,L4;L6A,L4,L5;L3A;L6A,L5,L8A;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A
Arena,Dealer Feedback,Accessories,Pre Sales,,Accessories Quality Related,,L1A;L2A;L2B;L3A;L4,Accessories,User,,L3A,L4,L4,L5;L3A,L5,L8A;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A
Arena,Dealer Feedback,Accessories,Pre Sales,,Accessories Availability Related,,L1A;L2A;L2B;L3A;L4,Accessories,User,,L3A,L4,L4,L5;L3A,L5,L8A;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A
Arena,Dealer Feedback,Accessories,Post Sales,,Accessories Pending,,L1A;L2A;L2B;L3A;L4,Sales,User,,L1A,L2A;L2B;L3A;L6A,L4,L2A;L2B;L3A;L6A,L5,L1A;L2A;L2B;L3A;L4;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A
Arena,Dealer Feedback,Accessories,Post Sales,,Accessories Not fixed properly,,L1A;L2A;L2B;L3A;L4,Sales;Accessories,User,,L3A,L4;L6A,L4,L5;L3A;L6A,L5,L8A;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A
Arena,Dealer Feedback,Accessories,Post Sales,,Accessories Quality Related,,L1A;L2A;L2B;L3A;L4,Sales;Accessories,User,,L3A,L4;L6A,L4,L5;L3A;L6A,L5,L8A;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A,L8A,L5;L4;L3A;L6A;L7A
Arena,Dealer Feedback,Accessories,Post Sales,,Accessories Availability Related,,L1A;L2A;L2B;L3A;L4,Accessories,User,,L3A,L4,L4,L5;L3A,L5,L8A;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A,L8A,L5;L4;L3A
Arena,Dealer Feedback,Finance,,,,,L1A;L2A;L2B;L3A;L4,Sales,User,,L1A,L2A;L2B;L3A;L6A,L4,L2A;L2B;L3A;L6A,L5,L1A;L2A;L2B;L3A;L4;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A,L8A,L1A;L2A;L2B;L3A;L4;L5;L6A;L7A
Arena,Dealer Feedback,Service-Workshop,,,,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B,L4,L2A;L2B;L3A;L3B;L4;L5,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A
Arena,Dealer Feedback,Service-Workshop,,,,Airbag Related Issue,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;L6C;L6D,L4,L2A;L2B;L3A;L3B;L4;L5;L6C;L6D,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D
Arena,Dealer Feedback,Service-Workshop,,,,Fire Related,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;L6C;L6D,L4,L2A;L2B;L3A;L3B;L4;L5;L6C;L6D,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;L6C;L6D
Arena,Dealer Feedback,Service-Workshop,,,Program Explaination/ Enrollment/ Bonus Points,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service;Loyalty,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L3B;L4;L5;NM-LPD;DH-LPD,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;NM-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3
Arena,Dealer Feedback,Service-Workshop,,,Redemption/ Offers/ Transactional,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service;Loyalty,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L3B;L4;L5;NM-LPD;DH-LPD,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;NM-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3
Arena,Dealer Feedback,Service-Bodyshop,,,,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B,L4,L2A;L2B;L3A;L3B;L4;L5,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A
Arena,Dealer Feedback,Service-Bodyshop,,,Program Explaination/ Enrollment/ Bonus Points,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service;Loyalty,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L3B;L4;L5;NM-LPD;DH-LPD,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;NM-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3
Arena,Dealer Feedback,Service-Bodyshop,,,Redemption/ Offers/ Transactional,,L1A;L1B;L2A;L2B;L3A;L3B;L4,Service;Loyalty,User,,L1A;L1B,L2A;L2B;L3A;L3B;L4;L5;L6A;L6B;NM-LPD;DH-LPD,L4,L2A;L2B;L3A;L3B;L4;L5;NM-LPD;DH-LPD,L5,L2A;L2B;L3A;L3B;L4;L8A;L8E;L7A;NM-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3,L8A,L2A;L2B;L3A;L3B;L4;L5;L8E;L7A;NM-LPD;DH-LPD;DVH-MKT3
Arena,MSIL Query,Sales,,,Arena Brand,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
Arena,MSIL Query,Sales,,,Alto,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
Arena,MSIL Query,Sales,,,Eeco,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
Arena,MSIL Query,Sales,,,S-Presso,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
Arena,MSIL Query,Sales,,,Celerio,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
Arena,MSIL Query,Sales,,,Wagon R,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
Arena,MSIL Query,Sales,,,Swift,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
Arena,MSIL Query,Sales,,,Dzire,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
Arena,MSIL Query,Sales,,,Brezza,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
Arena,MSIL Query,Sales,,,Ertiga,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
Arena,MSIL Query,Sales,,,Fleet/ Tour,,MGR-Brand,MSIL Query,User,,MGR-Brand,MGR-PPD;DH-Brand,DH-Brand,DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD,DVH-Brand,DH-Brand;DH-PPD;MGR-Brand;MGR-PPD
Arena,MSIL Query,Sales,,,Content issue,,,MSIL Query,Queue,Pending_MSIL_Response,MGR-DIGM-COMC (Ops);MGR-Brand,DH-DIGM,DH-DIGM,MGR-DIGM-COMC (Ops);MGR-Brand,DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops);MGR-Brand,DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops);MGR-Brand,DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops);MGR-Brand,DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops);MGR-Brand,DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops);MGR-Brand
Arena,MSIL Query,Sales,,,Technical issue,,,MSIL Query,Queue,Pending_MSIL_Response,MGR-DIGM-COMC (Ops),DH-DIGM,DH-DIGM,MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops)
Arena,MSIL Query,Sales,,,,Unable to Cancel Booking,,MSIL Query,Queue,Pending_MSIL_Response,MGR-DIGM-COMC (Ops),DH-DIGM,DH-DIGM,MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops)
Arena,MSIL Query,Sales,,,,Refund not received post cancellation,,MSIL Query,Queue,Pending_MSIL_Response,MGR-DIGM-COMC (Ops),DH-DIGM,DH-DIGM,MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops),DVH-DIGM,DH-DIGM;MGR-DIGM-COMC (Ops)
Arena,MSIL Query,Sales,,Regional Sales Issues,,,L4,Sales,User,,L4,L3A;L6A,L5,L7A;L6A;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A
Arena,MSIL Query,Sales,,,DGS&D/ GEM portal purchase,,,MSIL Query,Queue,Pending_MSIL_Response,MGR-ISL-G,DH-ISL-G,DH-ISL-G,MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G
Arena,MSIL Query,Sales,,,CSD/ CPC Purchase,,,MSIL Query,Queue,Pending_MSIL_Response,MGR-ISL-G,DH-ISL-G,DH-ISL-G,MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G
Arena,MSIL Query,Sales,,,Corporate Bulk/ Fleet Purchase,,,MSIL Query,Queue,Pending_MSIL_Response,MGR-ISL-G,DH-ISL-G,DH-ISL-G,MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G
Arena,MSIL Query,Sales,,,NRI,,,MSIL Query,Queue,Pending_MSIL_Response,MGR-ISL-G,DH-ISL-G,DH-ISL-G,MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G
Arena,MSIL Query,Sales,,,Corporate Discount/ Scheme,,,MSIL Query,Queue,Pending_MSIL_Response,MGR-ISL-G,DH-ISL-G,DH-ISL-G,MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G,DVH-ISL,DH-ISL-G;MGR-ISL-G
Arena,MSIL Query,Sales,,Want to be a dealer/ open showroom,,,,MSIL Query,Queue,Pending_MSIL_Response,DH-COMNT,,,,,,,,,,,,,
Arena,MSIL Query,Sales,,,New Enquiry/ Process,,L3A;L4,Sales,User,,L3A,L4,L4,L3A;L6A,L5,L7A;L6A;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A
Arena,MSIL Query,Sales,,,Post purchase Refund,,L3A;L4,Sales,User,,L3A,L4,L4,L3A;L6A,L5,L7A;L6A;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A,L8A,L7A;L6A;L5;L4;L3A
Arena,MSIL Query,Sales,,Dealer Sales Manpower issues,,,L3A;L4,Sales,User,,L3A;FSDM-AC,DH-SAT-AC;L4,DH-SAT-AC;L4,L3A;FSDM-AC,DVH-SAT;L5,DH-SAT-AC;L4;FSDM-AC,DVH-SAT;L8A,L5;DH-SAT-AC;FSDM-AC,DVH-SAT;L8A,L5;DH-SAT-AC;FSDM-AC,DVH-SAT;L8A,L5;DH-SAT-AC;FSDM-AC,DVH-SAT;L8A,L5;DH-SAT-AC;FSDM-AC
Arena,MSIL Query,Service,,Regional Service Issues,,,L4,Service,User,,L4,,L5,L4,L8A,L4,L8A,L4,L8A,L4,L8A,L4,L8A,L4
Arena,MSIL Query,Service,,Owner's Manual,,,MGR-LDES,MSIL Query,User,,MGR-LDES,DH-LDES,DH-LDES,MGR-LDES,DVH-LDES,DH-LDES;MGR-LDES,DVH-LDES,DH-LDES;MGR-LDES,DVH-LDES,DH-LDES;MGR-LDES,DVH-LDES,DH-LDES;MGR-LDES,DVH-LDES,DH-LDES;MGR-LDES
Arena,MSIL Query,Service,,MOS,,,MGR-WPDCS,MSIL Query,User,,MGR-WPDCS,DH-WPDCS,DH-WPDCS,MGR-WPDCS,DVH-WPDCS,DH-WPDCS;MGR-WPDCS,DVH-WPDCS,DH-WPDCS;MGR-WPDCS,DVH-WPDCS,DH-WPDCS;MGR-WPDCS,DVH-WPDCS,DH-WPDCS;MGR-WPDCS,DVH-WPDCS,DH-WPDCS;MGR-WPDCS
Arena,MSIL Query,Service,,Extended Warranty Claims related,,,MGR-WEA,MSIL Query,User,,MGR-WEA,DH-WEA,DH-WEA,MGR-WEA,DVH-WEA,DH-WEA;MGR-WEA,,,,,,,,
Arena,MSIL Query,Service,,Vehicle Theft,,,L4,Service,User,,L4,,L5,L4,L8A,L4,L8A,L4,L8A,L4,L8A,L4,L8A,L4
Arena,MSIL Query,Service,,Want to open workshop,,,DH-NDACC,MSIL Query,User,,DH-NDACC,,,,,,,,,,,,,
Arena,MSIL Query,Service,,Dealer Service Training Issue,,,DH-SER-TRG,MSIL Query,User,,DH-SER-TRG,,,,,,,,,,,,,
Arena,MSIL Query,Service,,MASS Issue,,,,MSIL Query,Queue,Pending_MSIL_Response,DH-MOMD,,,,,,,,,,,,,
Arena,MSIL Query,Service,,Service Marketing,,,,MSIL Query,Queue,Pending_MSIL_Response,DH-SER-MKT,,,,,,,,,,,,,
Arena,MSIL Query,Service,,General Query,,,,MSIL Query,Queue,Pending_MSIL_Response,DH-SER-MKT,,,,,,,,,,,,,
Arena,MSIL Query,Accessories,,General Query,,,L5,Accessories,User,,L5,,L8A,L5,,,,,,,,,,
Arena,MSIL Query,Loyalty Program,,,App,,,MSIL Query,Queue,Pending_MSIL_Response,MGR-DIGM-Arena (Ops),NM-LPD;MGR-LPD,NM-LPD,MGR-DIGM-Arena (Ops);MGR-LPD,DH-LPD,DH-DIGM;MGR-DIGM-Arena (Ops);MGR-LPD;NM-LPD,DVH-LPD,DVH-DIGMDH-LPD;DH-DIGM;MGR-DIGM-Arena (Ops);MGR-LPD;NM-LPD,DVH-LPD,DVH-DIGMDH-LPD;DH-DIGM;MGR-DIGM-Arena (Ops);MGR-LPD;NM-LPD,DVH-LPD,DVH-DIGMDH-LPD;DH-DIGM;MGR-DIGM-Arena (Ops);MGR-LPD;NM-LPD,DVH-LPD,DVH-DIGMDH-LPD;DH-DIGM;MGR-DIGM-Arena (Ops);MGR-LPD;NM-LPD
Arena,MSIL Query,Loyalty Program,,,Website,,,MSIL Query,Queue,Pending_MSIL_Response,MGR-DIGM-Arena (Ops),NM-LPD;MGR-LPD,NM-LPD,MGR-DIGM-Arena (Ops);MGR-LPD,DH-LPD,DH-DIGM;MGR-DIGM-Arena (Ops);MGR-LPD;NM-LPD,DVH-LPD,DVH-DIGMDH-LPD;DH-DIGM;MGR-DIGM-Arena (Ops);MGR-LPD;NM-LPD,DVH-LPD,DVH-DIGMDH-LPD;DH-DIGM;MGR-DIGM-Arena (Ops);MGR-LPD;NM-LPD,DVH-LPD,DVH-DIGMDH-LPD;DH-DIGM;MGR-DIGM-Arena (Ops);MGR-LPD;NM-LPD,DVH-LPD,DVH-DIGMDH-LPD;DH-DIGM;MGR-DIGM-Arena (Ops);MGR-LPD;NM-LPD
